Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code_postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordX_origine;coordY_origine;epsg_origine;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;multi_uai;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_circonscription;code_zone_animation_pedagogique;libelle_zone_animation_pedagogique;code_bassin_formation;libelle_bassin_formation
0312822Z;Lycée polyvalent Charles de Gaulle;Lycée;Public;24 avenue Charles de Gaulle;BP 10113;;31604;31395;Muret;031;16;76;;;1;1;1;05 61 51 84 84;05 61 51 84 70;https://charles-de-gaulle.mon-ent-occitanie.fr;0312370h@ac-toulouse.fr;1;1;1;1;0;0;0;0;0;0;1;0;0;1;1;;0;20002589800012;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11009;43.46886503933289, 1.3216206013213703;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;564139.2;6264751.7;EPSG:2154;;43.46886503933289;1.3216206013213703;Numéro de rue;2010-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;0311319R;;;;;;16107;MURET
0310052N;Lycée polyvalent Roland Garros;Lycée;Public;32 rue Mathaly;;;31200;31555;Toulouse;031;16;76;;;0;0;1;05 61 13 58 48;05 61 13 58 47;https://roland-garros.mon-ent-occitanie.fr;0310052n@ac-toulouse.fr;1;1;1;1;0;0;0;0;0;0;1;0;0;1;1;;1;19310052600014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16784;43.629556204098996, 1.4286998177797523;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;573161.2;6282429.7;EPSG:2154;;43.629556204098996;1.4286998177797523;Numéro de rue;1965-05-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;0311112R;;;;;;16110;TOULOUSE NORD
0820885S;Lycée professionnel privé Skhole d'art;Lycée;Privé;7 allée de l'empereur;;;82000;82121;Montauban;082;16;76;;;0;0;1;05 63 63 88 31;05 63 63 96 17;https://skholedart82.com;montauban@skholedart.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;;0;32914251700070;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14102;44.01625221909191, 1.3563350701540342;CONTRAT D'ASSOCIATION TOUTES CLASSES;Tarn-et-Garonne;Toulouse;Occitanie;568215.0;6325510.6;EPSG:2154;;44.01625221909191;1.3563350701540342;Numéro de rue;2004-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;30;;;;;;;16120;MONTAUBAN/CAUSSADE
0311134P;Lycée polyvalent privé Emilie de Rodat;Lycée;Privé;25 avenue de Lombez;BP 3183;;31027;31555;Toulouse;031;16;76;;;1;1;1;05 62 48 57 57;05 62 48 57 58;http://www.rodat.fr;direction@rodat.fr;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;;0;77694446400010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1047;43.595859912662654, 1.4206068091565942;CONTRAT D'ASSOCIATION TOUTES CLASSES;Haute-Garonne;Toulouse;Occitanie;572433.1;6278698.5;EPSG:2154;;43.595859912662654;1.4206068091565942;Numéro de rue;1967-05-08;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;30;0311168B;;;;;;16126;TOULOUSE OUEST
0111048E;Lycée polyvalent Ernest Ferroul;Lycée;Public;5 avenue Georges Frêche;;;11200;11203;Lézignan-Corbières;011;11;76;;;1;1;1;04 68 70 01 74;;https://ernest-ferroul.mon-ent-occitanie.fr/;ce.0111048e@ac-montpellier.fr;1;1;0;1;0;0;1;0;0;0;1;0;0;0;1;;1;20006171100012;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1569;43.181540683949585, 2.758783612341364;SANS OBJET;Aude;Montpellier;Occitanie;680375.1;6231398.0;EPSG:2154;;43.181540683949585;2.758783612341364;Numéro de rue;2015-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;0111051H;;;;011004;LEZIGNAN;11021;NARBONNE
0110825M;Collège les Fontanilles;Collège;Public;Avenue de l'Europe;BP 61400;;11494;11076;Castelnaudary;011;11;76;;;0;0;0;04 68 23 19 16;04 68 94 11 88;http://sites.google.com/site/collegelesfontanilles/;ce.0110825m@ac-montpellier.fr;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;;0;19110825700012;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10860;43.31811144751854, 1.9444504780246772;SANS OBJET;Aude;Montpellier;Occitanie;614327.9;6247123.1;EPSG:2154;;43.31811144751854;1.9444504780246772;Numéro de rue;1974-04-06;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0110825M;;;;011002;CASTELNAUDARY;11011;CARCASSONNE
0312754A;Lycée général Clémence Royer;Lycée;Public;3 avenue Lucie Aubrac;;;31470;31187;Fonsorbes;031;16;76;;;1;1;0;05 62 11 69 90;05 62 11 69 96;https://clemence-royer.mon-ent-occitanie.fr;0312754a@ac-toulouse.fr;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;0;20001486800018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16649;43.5285541560439, 1.2075304595952796;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;555056.0;6271587.3;EPSG:2154;;43.5285541560439;1.2075304595952796;Numéro de rue;2008-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;302;LYCEE D ENSEIGNEMENT GENERAL;99;0312338Y;;;;;;16108;TOULOUSE SUD-OUEST
0311902Z;Lycée général et technologique Stéphane Hessel;Lycée;Public;44 chemin Cassaing;BP 55205;;31079;31555;Toulouse;031;16;76;;;1;1;0;05 34 25 52 55;05 34 25 52 50;https://stephane-hessel.mon-ent-occitanie.fr;0311902z@ac-toulouse.fr;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;;1;19311902100015;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1943;43.61613609499977, 1.4758401040015245;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;576937.2;6280863.9;EPSG:2154;;43.61613609499977;1.4758401040015245;Numéro de rue;1978-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;0311264F;;;;;;16110;TOULOUSE NORD
0660014G;Lycée polyvalent Pablo Picasso;Lycée;Public;120 avenue du Général Jean Gilles;;;66028;66136;Perpignan;066;11;76;;;1;1;1;04 68 50 04 13;04 68 50 16 77;https://pablo-picasso.mon-ent-occitanie.fr/;ce.0660014g@ac-montpellier.fr;1;1;0;1;0;0;1;1;0;0;1;0;0;0;1;;1;19660014200018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10318;42.697492452148346, 2.9260079022900802;SANS OBJET;Pyrénées-Orientales;Montpellier;Occitanie;693929.7;6177545.6;EPSG:2154;;42.697492452148346;2.9260079022900802;Numéro de rue;1965-05-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;0660011D;;;;066004;PERPIGNAN;11122;PERPIGNAN CENTRE
0820004J;Lycée polyvalent Jean de Prades;Lycée;Public;Route de Toulouse;BP 80;;82102;82033;Castelsarrasin;082;16;76;;;1;1;1;05 63 32 84 84;05 63 32 16 63;https://jean-de-prades.mon-ent-occitanie.fr;0820004j@ac-toulouse.fr;1;1;1;1;0;0;0;1;0;0;1;0;0;1;1;;1;19820826600017;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14231;44.02798774749814, 1.1384612622669155;SANS OBJET;Tarn-et-Garonne;Toulouse;Occitanie;550780.2;6327201.9;EPSG:2154;;44.02798774749814;1.1384612622669155;Rue;1965-05-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;0820066B;;;;;;16121;CASTELSARRASIN / MOISSAC
0810033W;Cité scolaire de Mazamet- Lycée général et technologique Maréchal Soult;Lycée;Public;Rue du Lycée;BP 519;;81207;81163;Mazamet;081;16;76;;;1;1;0;05 63 97 56 56;05 63 61 37 18;https://cite-scolaire-mazamet.mon-ent-occitanie.fr;cite-scolaire.mazamet@ac-toulouse.fr;1;1;0;0;0;0;0;1;1;0;1;0;0;0;1;;0;19810033100018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12447;43.502068133026235, 2.379824539766149;SANS OBJET;Tarn;Toulouse;Occitanie;649824.0;6267195.3;EPSG:2154;;43.502068133026235;2.379824539766149;Rue;1965-05-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;0810126X;;;;;;16118;CASTRES / MAZAMET
0460493L;Lycée polyvalent Gaston Monnerville;Lycée;Public;Rue Georges Sand;BP 283;;46005;46042;Cahors;046;16;76;;;1;1;1;05 65 20 58 00;05 65 20 58 29;https://gaston-monnerville.mon-ent-occitanie.fr;contact@lycee-monnerville.fr;1;1;1;1;0;0;1;0;1;0;0;0;0;1;1;;1;19460493000017;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7607;44.46354320618618, 1.4550500739231473;SANS OBJET;Lot;Toulouse;Occitanie;577100.9;6375034.5;EPSG:2154;;44.46354320618618;1.4550500739231473;Rue;1970-03-10;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;0460528Z;;;;;;16114;LOT OUEST
0311092U;Lycée polyvalent Eugène Montel;Lycée;Public;2 boulevard Marcel Dassault;;;31770;31149;Colomiers;031;16;76;;;0;0;1;05 61 30 97 40;05 61 30 97 41;https://eugene-montel.mon-ent-occitanie.fr;0311092u@ac-toulouse.fr;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;;1;19311092100015;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.769;43.60961623794887, 1.350748393651758;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;566823.4;6280342.4;EPSG:2154;;43.60961623794887;1.350748393651758;Numéro de rue;1966-09-23;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;0311325X;;;;;;16127;TOULOUSE NORD-OUEST
0460032K;Lycée professionnel J-F Champollion;Lycée;Public;13 avenue Fernand Pezet;BP 213;;46106;46102;Figeac;046;16;76;;;0;0;1;05 65 34 27 91;05 65 50 03 33;https://champollion.mon-ent-occitanie.fr;0460032k@ac-toulouse.fr;1;1;0;1;0;0;0;0;1;0;1;0;0;1;0;;1;19460032600012;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10848;44.60829982324035, 2.0273294837324185;SANS OBJET;Lot;Toulouse;Occitanie;622820.2;6390387.5;EPSG:2154;;44.60829982324035;2.0273294837324185;Numéro de rue;1965-10-15;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;0460054J;;;;;;16124;LOT EST
0300083C;Lycée privé Saint-Stanislas-Sacré-Coeur;Lycée;Privé;16 rue des Chassaintes;CS 21055;;30906;30189;Nîmes;030;11;76;;;1;1;0;04 66 67 34 57;04 66 67 91 74;https://www.institutionststanislas.org/;ce.0300083c@ac-montpellier.fr;1;1;0;1;0;1;1;0;0;0;1;0;0;0;1;;0;77591318900012;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5182;43.837336686741644, 4.3523203469578995;CONTRAT D'ASSOCIATION TOUTES CLASSES;Gard;Montpellier;Occitanie;808768.7;6305189.8;EPSG:2154;;43.837336686741644;4.3523203469578995;Numéro de rue;1967-03-08;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;30;0300083C;;;;030003;LA ROMANITE;11118;GARD SUD-OUEST
0110823K;Lycée professionnel Charles Cros;Lycée;Public;1 rue Michel Vergès;BP 1055;;11870;11069;Carcassonne;011;11;76;;;0;0;1;04 68 25 63 63;04 68 47 68 71;https://charles-cros.mon-ent-occitanie.fr/;ce.0110823k@ac-montpellier.fr;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;;1;19110823200023;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6991;43.22800694556813, 2.3410998639073117;SANS OBJET;Aude;Montpellier;Occitanie;646436.8;6236757.3;EPSG:2154;;43.22800694556813;2.3410998639073117;Numéro de rue;1974-04-06;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;0110007Y;;;;011001;CARCASSONNE;11011;CARCASSONNE
0310083X;Collège Didier Daurat;Collège;Public;Boulevard des Pyrénées;BP 181;;31806;31483;Saint-Gaudens;031;16;76;;;0;0;0;05 61 94 74 94;05 61 95 49 36;http://didier-daurat.ecollege.haute-garonne.fr/;0310083x@ac-toulouse.fr;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;;1;19310083100018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1138;43.1060406287638, 0.7199196120294634;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;514280.2;6225655.6;EPSG:2154;;43.1060406287638;0.7199196120294634;Numéro de rue;1965-05-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0310083X;;;;;;16106;COMMINGES
0341521U;Lycée privé polyvalent St Joseph Pierre Rouge;Lycée;Privé;600 avenue du campus Agropolis;Baillarguet;;34980;34169;Montferrier-sur-Lez;034;11;76;;;1;1;1;04 99 58 33 40;04 99 58 33 41;http://www.pierrerouge.com;administration@pierrerouge.com;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;;0;32001710600040;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8396;43.67856237511677, 3.872260062365592;CONTRAT D'ASSOCIATION TOUTES CLASSES;Hérault;Montpellier;Occitanie;770353.8;6287002.6;EPSG:2154;;43.67856237511677;3.872260062365592;Numéro de rue;1980-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;30;;;;;034007;MATHIEU;11124;PIC SAINT LOUP
0341477W;Lycée d'enseignement agricole privé Bonne Terre;Lycée;Privé;Route nationale 113;;;34120;34199;Pézenas;034;11;76;;;0;1;1;04 67 90 42 42;04 67 90 75 16;http://www.bonne-terre.fr;pezenas@cneap.fr;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;;0;77609219900012;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4858;43.4408160747518, 3.4033406116517266;SOUS CONTRAT ETABLISSEMENT AGRICOLE;Hérault;Montpellier;Occitanie;732667.7;6260273.5;EPSG:2154;;43.4408160747518;3.4033406116517266;Numéro de rue;1977-12-07;2024-11-26;OUVERT;AGRICULTURE;0;0;;320;LYCEE PROFESSIONNEL;60;;;;;;;11082;CENTRE HERAULT
0300047N;Lycée polyvalent des métiers d'art Charles Gide;Lycée;Public;Place de Verdun;;;30700;30334;Uzès;030;11;76;;;1;1;1;04 66 22 13 67;04 66 22 01 51;https://charles-gide.mon-ent-occitanie.fr/;ce.0300047N@ac-montpellier.fr;1;1;0;1;0;1;0;0;0;0;1;0;0;1;0;;1;19300047800019;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10939;44.01410480411072, 4.4210093917967725;SANS OBJET;Gard;Montpellier;Occitanie;813939.4;6324925.6;EPSG:2154;;44.01410480411072;4.4210093917967725;Numéro de rue;1965-05-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;0301283G;;;;030005;LES PONTS DU GARD;11115;GARD NORD-EST
0480006W;Collège Sport Nature;Collège;Public;Quartier du Patus;;;48500;48034;La Canourgue;048;11;76;;;0;0;0;04 66 32 81 54;04 66 32 92 76;http://www.clg-lacanourgue.ac-montpellier.fr;ce.0480006w@ac-montpellier.fr;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;1;19480006600012;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5094;44.430466430759935, 3.2192902779910866;SANS OBJET;Lozère;Montpellier;Occitanie;717455.6;6370182.0;EPSG:2154;;44.430466430759935;3.2192902779910866;Numéro de rue;1965-05-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0480006W;;;;048002;MARVEJOLS;11101;LOZERE
0313079D;Collège Sabine Weiss;Collège;Public;6 avenue du Général de Monsabert;;;31000;31555;Toulouse;031;16;76;;;0;0;0;05.61.26.63.05;;https://guilhermy.ecollege.haute-garonne.fr/;ce.0313079D@ac-toulouse.fr;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;20009755800015;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.22920;43.57305090649989, 1.3692690226180708;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;568234.8;6276248.3;EPSG:2154;;43.57305090649989;1.3692690226180708;Numéro de rue;2022-07-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0311630D;;;;;;16126;TOULOUSE OUEST
0313080E;Collège Jeanne et Jean Philippe;Collège;Public;7 rue Micheline Ostermeyer;;;31000;31555;Toulouse;031;16;76;;;0;0;0;05 34 27 63 50;;;ce.0313080E@ac-toulouse.fr;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;20009790500018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.22922;43.56026604507529, 1.393022137841312;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;570124.9;6274788.3;EPSG:2154;;43.56026604507529;1.393022137841312;Numéro de rue;2022-07-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0311630D;;;;;;16126;TOULOUSE OUEST
0300106C;Lycée professionnel privé Sainte-Marie;Lycée;Privé;Impasse des Récollets;BP 91029;;30200;30028;Bagnols-sur-Cèze;030;11;76;;;0;0;1;04 66 39 58 39;04 66 39 58 40;http://www.lppbsm.eu;ce.0300106C@ac-montpellier.fr;1;0;1;1;0;0;0;0;0;0;1;0;0;1;1;;0;77585750100032;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14802;44.161341153653176, 4.62367961983436;CONTRAT ASSOCIATION PARTIE DES CLASSES;Gard;Montpellier;Occitanie;829851.4;6341594.4;EPSG:2154;;44.161341153653176;4.62367961983436;Numéro de rue;1967-03-13;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;31;0300950V;;;;030002;GARD RHODANIEN;11115;GARD NORD-EST
0660809W;Lycée polyvalent Aristide Maillol;Lycée;Public;73 avenue Pau Casals;BP 30544;;66055;66136;Perpignan;066;11;76;;;1;1;1;04 68 52 65 65;04 68 52 65 76;https://aristide-maillol.mon-ent-occitanie.fr/;ce.0660809w@ac-montpellier.fr;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;;1;19660700600018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15219;42.717365796986286, 2.886387127068289;SANS OBJET;Pyrénées-Orientales;Montpellier;Occitanie;690682.4;6179759.8;EPSG:2154;;42.717365796986286;2.886387127068289;Numéro de rue;1995-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;0660809W;;;;066004;PERPIGNAN;11123;PERPIGNAN NORD
0660699B;Lycée général et technologique agricole Garcia Lorca;Lycée;Public;Route Alenya;;;66200;66208;Théza;066;11;76;;;1;1;0;04 68 37 99 37;04 68 22 85 99;http://eplea66.net;legta.perpignan@educagri.fr;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;;0;19660014200034;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7940;42.645595959925494, 2.937349708404312;SANS OBJET;Pyrénées-Orientales;Montpellier;Occitanie;694855.6;6171772.6;EPSG:2154;;42.645595959925494;2.937349708404312;Numéro de rue;1984-09-01;2024-11-26;OUVERT;AGRICULTURE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;;;;;;;11123;PERPIGNAN NORD
0341915X;Lycée général et technologique agricole Frédéric Bazille;Lycée;Public;3224 route de Mende;;;34090;34172;Montpellier;034;11;76;;;1;1;0;04 67 63 89 89;04 67 63 26 36;http://www.epl.agropolis.fr;legta.montpellier@educagri.fr;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;;0;;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2156;43.64555109636257, 3.8644902380626167;SANS OBJET;Hérault;Montpellier;Occitanie;769767.3;6283327.2;EPSG:2154;;43.64555109636257;3.8644902380626167;Numéro de rue;1995-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;335;SECTION ENSEIGT GENERAL ET TECHNOLOGIQUE;99;0342036D;0340128E;FILIERE OU DEPARTEMENT OU SECTION;;034009;MONTPELLIER;11121;MONTPELLIER SUD
0810023K;Lycée général et technologique Victor Hugo;Lycée;Public;41 rue Victor Hugo;BP 147;;81604;81099;Gaillac;081;16;76;;;1;1;0;05 63 81 21 20;05 63 81 21 30;https://victor-hugo-gaillac.mon-ent-occitanie.fr;0810023k@ac-toulouse.fr;1;1;0;1;0;1;0;0;0;0;1;0;0;0;1;;1;19810023200018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12989;43.90326461848923, 1.9009023749204532;SANS OBJET;Tarn;Toulouse;Occitanie;611698.8;6312198.9;EPSG:2154;;43.90326461848923;1.9009023749204532;Numéro de rue;1965-05-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;0810993P;;;;;;16119;GAILLAC / GRAULHET
0090020Y;Lycée professionnel François Camel;Lycée;Public;28 rue Jules Ferry;BP 108;;09201;09261;Saint-Girons;009;16;76;;;0;0;1;05 61 04 05 00;05 61 04 05 08;https://francois-camel.mon-ent-occitanie.fr;0090020y@ac-toulouse.fr;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;;1;19090020900015;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12369;42.974352709975555, 1.1539295159701635;SANS OBJET;Ariège;Toulouse;Occitanie;549282.2;6210093.8;EPSG:2154;;42.974352709975555;1.1539295159701635;Numéro de rue;1965-05-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;0090574A;;;;;;16125;ARIEGE
0650028C;Lycée professionnel Sixte Vignon : Lycée des métiers de l'habitat, des énergies et de l'automobile;Lycée;Public;15 rue du 8 mai;;;65807;65047;Aureilhan;065;16;76;;;0;0;1;05 62 38 93 93;05 62 38 03 34;http://sixte-vignon.mon-ent-occitanie.fr;0650028c@ac-toulouse.fr;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;;1;19650028400019;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3488;43.24631509872902, 0.08485106062404861;SANS OBJET;Hautes-Pyrénées;Toulouse;Occitanie;463148.4;6242941.7;EPSG:2154;;43.24631509872902;0.08485106062404861;Numéro de rue;1965-05-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;0650088T;;;;;;16115;TARBES / VIC-EN-BIGORRE
0300021K;Lycée Alphonse Daudet;Lycée;Public;3 boulevard Victor Hugo;;;30039;30189;Nîmes;030;11;76;;;1;1;0;04 66 36 34 34;04 66 36 38 40;https://alphonse-daudet-nimes.mon-ent-occitanie.fr/;ce.0300021k@ac-montpellier.fr;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1;;0;19300021300010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2154;43.83535568858276, 4.357249473256298;SANS OBJET;Gard;Montpellier;Occitanie;809168.9;6304976.5;EPSG:2154;;43.83535568858276;4.357249473256298;Numéro de rue;1965-05-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;0300946R;;;;030006;NIMES - PETITE CAMARGUE;11117;GARD SUD-EST
0310041B;Lycée général Saint-Sernin;Lycée;Public;3 place Saint Sernin;BP 7098;;31070;31555;Toulouse;031;16;76;;;1;1;0;05 34 44 11 80;05 61 23 95 99;https://saint-sernin.mon-ent-occitanie.fr;0310041b@ac-toulouse.fr;1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;;1;19310041900012;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10379;43.608689274370356, 1.440150577277135;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;574039.6;6280092.7;EPSG:2154;;43.608689274370356;1.440150577277135;Numéro de rue;1965-05-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;302;LYCEE D ENSEIGNEMENT GENERAL;99;0311631E;;;;;;16109;TOULOUSE CENTRE
0340038G;Lycée Joffre;Lycée;Public;150 Allée de la Citadelle;;;34060;34172;Montpellier;034;11;76;;;1;1;0;04 67 14 84 84;04 67 14 84 60;https://lycee-joffre-montpellier.mon-ent-occitanie.fr/;ce.0340038g@ac-montpellier.fr;1;1;0;1;0;0;0;1;0;1;1;0;0;0;1;;1;19340038900014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15846;43.61207825608604, 3.884709803165587;SANS OBJET;Hérault;Montpellier;Occitanie;771440.7;6279625.4;EPSG:2154;;43.61207825608604;3.884709803165587;Numéro de rue;1965-05-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;0341421K;;;;034009;MONTPELLIER;11121;MONTPELLIER SUD
0340009A;Lycée Henri IV;Lycée;Public;1 rue Ignace Brunel;;;34544;34032;Béziers;034;11;76;;;1;1;0;04 67 49 10 46;04 67 49 96 49;https://henri-iv-beziers.mon-ent-occitanie.fr/;ce.0340009A@ac-montpellier.fr;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;;1;19340009000018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9864;43.34343324346055, 3.210700877404225;SANS OBJET;Hérault;Montpellier;Occitanie;717094.2;6249388.1;EPSG:2154;;43.34343324346055;3.210700877404225;Numéro de rue;1965-05-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;0340836Z;;;;034003;BEZIERS;11071;BEZIERS
